job,marital,education,housing,loan,contact,month,day_of_week,age,pdays,emp_var_rate,cons_conf_idx,y,age_group,housing_loan_interaction
student,single,unknown,yes,no,cellular,may,mon,19,999,-1.8,-46.2,0,youth,yes_no
technician,single,university.degree,yes,no,telephone,may,mon,27,999,-1.8,-46.2,0,adult,yes_no
admin.,divorced,high.school,yes,no,cellular,may,mon,44,999,-1.8,-46.2,0,adult,yes_no
technician,single,university.degree,no,no,cellular,may,mon,20,999,-1.8,-46.2,1,youth,no_no
entrepreneur,married,basic.4y,no,no,cellular,may,mon,45,999,-1.8,-46.2,0,adult,no_no
admin.,married,professional.course,yes,no,cellular,may,mon,42,9,-1.8,-46.2,1,adult,yes_no
management,married,university.degree,no,yes,cellular,may,mon,36,999,-1.8,-46.2,0,adult,no_yes
blue-collar,married,basic.6y,yes,no,cellular,may,mon,31,999,-1.8,-46.2,0,adult,yes_no
self-employed,married,basic.4y,no,no,cellular,may,mon,34,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,no,yes,cellular,may,mon,39,999,-1.8,-46.2,0,adult,no_yes
admin.,married,professional.course,yes,no,cellular,may,mon,35,999,-1.8,-46.2,0,adult,yes_no
self-employed,single,professional.course,yes,no,cellular,may,mon,44,999,-1.8,-46.2,1,adult,yes_no
self-employed,married,university.degree,no,no,cellular,may,mon,30,999,-1.8,-46.2,0,adult,no_no
technician,single,university.degree,no,no,cellular,may,mon,31,999,-1.8,-46.2,0,adult,no_no
admin.,single,university.degree,no,no,cellular,may,mon,34,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,yes,no,cellular,may,mon,51,999,-1.8,-46.2,1,senior,yes_no
admin.,single,university.degree,no,no,cellular,may,mon,39,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,no,no,cellular,may,mon,54,999,-1.8,-46.2,0,senior,no_no
admin.,married,university.degree,no,yes,cellular,may,mon,52,999,-1.8,-46.2,0,senior,no_yes
admin.,single,university.degree,no,no,cellular,may,mon,28,999,-1.8,-46.2,0,adult,no_no
admin.,married,university.degree,no,yes,cellular,may,mon,48,999,-1.8,-46.2,0,adult,no_yes
housemaid,single,high.school,yes,no,telephone,may,mon,42,999,-1.8,-46.2,0,adult,yes_no
technician,married,professional.course,yes,no,telephone,may,mon,53,999,-1.8,-46.2,0,senior,yes_no
blue-collar,single,basic.9y,yes,yes,cellular,may,mon,39,3,-1.8,-46.2,0,adult,yes_yes
blue-collar,single,basic.9y,no,no,cellular,may,mon,39,999,-1.8,-46.2,0,adult,no_no
admin.,married,university.degree,yes,yes,cellular,may,mon,58,999,-1.8,-46.2,1,senior,yes_yes
housemaid,married,high.school,yes,yes,telephone,may,mon,56,999,-1.8,-46.2,0,senior,yes_yes
technician,single,professional.course,no,no,cellular,may,mon,30,999,-1.8,-46.2,0,adult,no_no
self-employed,married,university.degree,yes,no,cellular,may,mon,57,999,-1.8,-46.2,1,senior,yes_no
admin.,married,high.school,unknown,unknown,cellular,may,mon,39,999,-1.8,-46.2,0,adult,unknown_unknown
admin.,married,basic.9y,yes,yes,cellular,may,mon,56,999,-1.8,-46.2,0,senior,yes_yes
unemployed,married,high.school,yes,yes,telephone,may,mon,30,999,-1.8,-46.2,0,adult,yes_yes
admin.,married,university.degree,yes,yes,cellular,may,mon,30,999,-1.8,-46.2,1,adult,yes_yes
student,single,high.school,yes,yes,cellular,may,mon,22,999,-1.8,-46.2,1,youth,yes_yes
blue-collar,married,basic.4y,no,no,cellular,may,mon,52,999,-1.8,-46.2,0,senior,no_no
technician,single,high.school,yes,no,cellular,may,mon,28,999,-1.8,-46.2,0,adult,yes_no
housemaid,single,university.degree,no,yes,cellular,may,mon,35,999,-1.8,-46.2,0,adult,no_yes
admin.,married,high.school,yes,yes,telephone,may,mon,35,999,-1.8,-46.2,0,adult,yes_yes
self-employed,married,basic.6y,yes,no,cellular,may,mon,32,3,-1.8,-46.2,0,adult,yes_no
technician,divorced,professional.course,yes,no,cellular,may,mon,61,999,-1.8,-46.2,1,senior,yes_no
admin.,married,university.degree,yes,no,cellular,may,mon,42,999,-1.8,-46.2,0,adult,yes_no
self-employed,married,high.school,yes,no,cellular,may,mon,50,999,-1.8,-46.2,0,senior,yes_no
services,single,high.school,yes,no,cellular,may,mon,41,999,-1.8,-46.2,0,adult,yes_no
student,single,high.school,no,no,cellular,may,mon,26,999,-1.8,-46.2,1,adult,no_no
admin.,married,university.degree,no,no,cellular,may,mon,40,999,-1.8,-46.2,1,adult,no_no
blue-collar,married,basic.9y,yes,no,cellular,may,mon,38,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,married,basic.9y,no,no,cellular,may,mon,36,999,-1.8,-46.2,0,adult,no_no
retired,married,basic.4y,no,no,cellular,may,mon,81,999,-1.8,-46.2,1,elderly,no_no
services,married,basic.6y,yes,no,telephone,may,mon,46,999,-1.8,-46.2,0,adult,yes_no
technician,married,professional.course,yes,yes,cellular,may,mon,56,999,-1.8,-46.2,1,senior,yes_yes
retired,married,basic.4y,no,no,cellular,may,mon,59,999,-1.8,-46.2,0,senior,no_no
student,single,unknown,no,no,cellular,may,mon,21,999,-1.8,-46.2,1,youth,no_no
technician,married,high.school,no,no,cellular,may,mon,44,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.6y,yes,no,telephone,may,mon,50,3,-1.8,-46.2,1,senior,yes_no
technician,married,professional.course,yes,no,cellular,may,mon,51,999,-1.8,-46.2,0,senior,yes_no
admin.,married,high.school,no,no,telephone,may,mon,39,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.6y,yes,no,cellular,may,mon,46,999,-1.8,-46.2,1,adult,yes_no
technician,married,professional.course,no,no,cellular,may,mon,53,999,-1.8,-46.2,1,senior,no_no
management,married,university.degree,no,no,telephone,may,mon,29,999,-1.8,-46.2,0,adult,no_no
admin.,married,high.school,no,no,cellular,may,mon,39,999,-1.8,-46.2,1,adult,no_no
admin.,married,university.degree,yes,no,telephone,may,mon,39,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,cellular,may,mon,37,999,-1.8,-46.2,0,adult,yes_no
management,married,high.school,yes,no,cellular,may,mon,53,999,-1.8,-46.2,0,senior,yes_no
technician,single,professional.course,no,no,telephone,may,mon,37,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,yes,yes,cellular,may,mon,43,999,-1.8,-46.2,0,adult,yes_yes
services,married,professional.course,yes,no,cellular,may,mon,34,999,-1.8,-46.2,0,adult,yes_no
student,single,university.degree,yes,no,telephone,may,mon,27,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,yes,no,cellular,may,mon,42,3,-1.8,-46.2,0,adult,yes_no
management,married,university.degree,no,no,telephone,may,mon,59,999,-1.8,-46.2,1,senior,no_no
admin.,married,university.degree,yes,no,cellular,may,mon,45,999,-1.8,-46.2,0,adult,yes_no
admin.,married,high.school,yes,no,cellular,may,mon,43,3,-1.8,-46.2,0,adult,yes_no
self-employed,married,high.school,yes,no,cellular,may,mon,44,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,married,basic.9y,yes,no,cellular,may,mon,57,999,-1.8,-46.2,1,senior,yes_no
unknown,married,unknown,yes,no,cellular,may,mon,59,999,-1.8,-46.2,0,senior,yes_no
unemployed,married,professional.course,yes,yes,cellular,may,mon,48,999,-1.8,-46.2,0,adult,yes_yes
services,single,high.school,no,no,cellular,may,mon,32,999,-1.8,-46.2,0,adult,no_no
unknown,married,professional.course,no,no,cellular,may,mon,30,999,-1.8,-46.2,0,adult,no_no
entrepreneur,married,basic.9y,yes,no,telephone,may,mon,50,999,-1.8,-46.2,1,senior,yes_no
admin.,married,university.degree,yes,no,cellular,may,mon,29,3,-1.8,-46.2,0,adult,yes_no
self-employed,single,professional.course,yes,no,cellular,may,mon,44,999,-1.8,-46.2,1,adult,yes_no
technician,single,professional.course,yes,no,cellular,may,mon,37,999,-1.8,-46.2,0,adult,yes_no
admin.,single,high.school,no,yes,cellular,may,mon,46,999,-1.8,-46.2,0,adult,no_yes
technician,married,high.school,yes,no,cellular,may,mon,49,999,-1.8,-46.2,0,adult,yes_no
admin.,married,basic.9y,no,no,telephone,may,mon,53,999,-1.8,-46.2,0,senior,no_no
unemployed,married,high.school,no,no,cellular,may,mon,51,3,-1.8,-46.2,0,senior,no_no
technician,single,high.school,yes,no,cellular,may,mon,24,999,-1.8,-46.2,1,youth,yes_no
self-employed,single,professional.course,no,no,cellular,may,mon,44,12,-1.8,-46.2,0,adult,no_no
unknown,single,university.degree,yes,no,cellular,may,mon,37,999,-1.8,-46.2,0,adult,yes_no
self-employed,married,high.school,no,yes,cellular,may,mon,44,999,-1.8,-46.2,0,adult,no_yes
management,married,university.degree,yes,no,cellular,may,mon,36,999,-1.8,-46.2,0,adult,yes_no
unemployed,single,basic.9y,yes,no,telephone,may,mon,39,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,no,no,telephone,may,mon,31,999,-1.8,-46.2,0,adult,no_no
housemaid,married,high.school,no,no,cellular,may,mon,56,999,-1.8,-46.2,0,senior,no_no
services,divorced,high.school,no,no,telephone,may,mon,56,999,-1.8,-46.2,1,senior,no_no
admin.,divorced,university.degree,no,no,cellular,may,mon,49,999,-1.8,-46.2,0,adult,no_no
technician,married,professional.course,yes,no,cellular,may,mon,36,999,-1.8,-46.2,0,adult,yes_no
self-employed,married,basic.9y,yes,yes,cellular,may,mon,50,3,-1.8,-46.2,1,senior,yes_yes
management,single,university.degree,yes,no,cellular,may,mon,25,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,yes,no,cellular,may,mon,56,999,-1.8,-46.2,0,senior,yes_no
admin.,married,university.degree,yes,yes,telephone,may,mon,34,999,-1.8,-46.2,0,adult,yes_yes
unknown,married,unknown,yes,no,cellular,may,mon,59,6,-1.8,-46.2,0,senior,yes_no
admin.,married,university.degree,yes,yes,telephone,may,mon,45,999,-1.8,-46.2,0,adult,yes_yes
admin.,married,university.degree,yes,no,cellular,may,mon,60,11,-1.8,-46.2,1,senior,yes_no
blue-collar,single,basic.4y,no,yes,cellular,may,tue,39,999,-1.8,-46.2,0,adult,no_yes
services,married,high.school,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
admin.,single,university.degree,yes,no,cellular,may,tue,29,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,yes,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,no,no,cellular,may,tue,25,999,-1.8,-46.2,0,adult,no_no
admin.,divorced,high.school,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
retired,married,high.school,yes,no,cellular,may,tue,33,999,-1.8,-46.2,1,adult,yes_no
blue-collar,single,basic.4y,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
services,single,unknown,no,no,cellular,may,tue,28,999,-1.8,-46.2,0,adult,no_no
admin.,married,university.degree,yes,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,yes_no
services,divorced,high.school,yes,no,cellular,may,tue,58,999,-1.8,-46.2,0,senior,yes_no
admin.,single,high.school,yes,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
management,married,university.degree,yes,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,yes_no
admin.,married,university.degree,no,no,telephone,may,tue,38,999,-1.8,-46.2,0,adult,no_no
services,married,basic.4y,no,no,cellular,may,tue,48,999,-1.8,-46.2,0,adult,no_no
retired,married,basic.6y,no,no,cellular,may,tue,57,999,-1.8,-46.2,0,senior,no_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,yes_no
retired,married,basic.4y,no,no,cellular,may,tue,55,999,-1.8,-46.2,0,senior,no_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,no_no
admin.,divorced,high.school,yes,no,telephone,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
technician,single,professional.course,no,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
student,single,high.school,no,yes,cellular,may,tue,19,999,-1.8,-46.2,0,youth,no_yes
blue-collar,married,basic.4y,yes,no,telephone,may,tue,44,999,-1.8,-46.2,0,adult,yes_no
admin.,married,basic.9y,yes,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,yes,no,cellular,may,tue,44,999,-1.8,-46.2,0,adult,yes_no
admin.,single,university.degree,no,no,cellular,may,tue,29,999,-1.8,-46.2,0,adult,no_no
admin.,single,professional.course,no,no,cellular,may,tue,44,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.6y,no,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,no_no
admin.,married,basic.9y,yes,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,yes_no
housemaid,married,basic.9y,yes,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.4y,no,no,cellular,may,tue,43,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,42,10,-1.8,-46.2,0,adult,no_no
admin.,divorced,high.school,no,no,cellular,may,tue,38,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.6y,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,telephone,may,tue,34,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,42,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,yes,no,cellular,may,tue,35,0,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,38,999,-1.8,-46.2,0,adult,yes_no
management,married,university.degree,yes,yes,cellular,may,tue,34,999,-1.8,-46.2,0,adult,yes_yes
admin.,divorced,high.school,no,yes,cellular,may,tue,37,999,-1.8,-46.2,0,adult,no_yes
services,married,high.school,yes,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
technician,single,university.degree,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
admin.,married,high.school,yes,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,yes_no
services,divorced,high.school,no,no,cellular,may,tue,29,999,-1.8,-46.2,0,adult,no_no
admin.,married,high.school,yes,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,yes_no
admin.,married,high.school,no,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,no_no
technician,married,professional.course,yes,no,cellular,may,tue,47,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,yes,no,cellular,may,tue,47,999,-1.8,-46.2,0,adult,yes_no
admin.,married,high.school,no,no,cellular,may,tue,49,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.4y,no,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,no_no
admin.,single,high.school,no,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,no_no
admin.,single,high.school,no,no,cellular,may,tue,30,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.9y,yes,no,telephone,may,tue,39,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,married,professional.course,no,yes,cellular,may,tue,38,999,-1.8,-46.2,0,adult,no_yes
blue-collar,married,basic.9y,no,no,cellular,may,tue,39,999,-1.8,-46.2,0,adult,no_no
entrepreneur,married,professional.course,yes,no,cellular,may,tue,38,999,-1.8,-46.2,0,adult,yes_no
admin.,single,university.degree,no,no,cellular,may,tue,58,999,-1.8,-46.2,0,senior,no_no
admin.,married,high.school,yes,no,cellular,may,tue,49,999,-1.8,-46.2,1,adult,yes_no
blue-collar,married,basic.9y,yes,yes,cellular,may,tue,44,999,-1.8,-46.2,0,adult,yes_yes
blue-collar,married,basic.9y,yes,yes,cellular,may,tue,39,999,-1.8,-46.2,1,adult,yes_yes
blue-collar,married,professional.course,yes,yes,cellular,may,tue,49,999,-1.8,-46.2,0,adult,yes_yes
blue-collar,divorced,basic.9y,yes,no,cellular,may,tue,38,999,-1.8,-46.2,0,adult,yes_no
admin.,married,basic.4y,no,no,cellular,may,tue,51,999,-1.8,-46.2,0,senior,no_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,41,999,-1.8,-46.2,1,adult,no_no
blue-collar,married,high.school,no,no,cellular,may,tue,35,999,-1.8,-46.2,1,adult,no_no
admin.,single,university.degree,yes,no,cellular,may,tue,58,999,-1.8,-46.2,1,senior,yes_no
blue-collar,married,professional.course,no,no,cellular,may,tue,49,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,50,999,-1.8,-46.2,1,senior,yes_no
blue-collar,married,basic.6y,no,yes,cellular,may,tue,43,999,-1.8,-46.2,0,adult,no_yes
self-employed,married,basic.9y,yes,yes,cellular,may,tue,36,999,-1.8,-46.2,1,adult,yes_yes
technician,divorced,professional.course,no,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,no_no
technician,married,university.degree,yes,no,cellular,may,tue,38,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,yes,no,cellular,may,tue,43,999,-1.8,-46.2,0,adult,yes_no
management,married,university.degree,no,no,cellular,may,tue,47,999,-1.8,-46.2,0,adult,no_no
admin.,married,basic.4y,no,no,cellular,may,tue,51,999,-1.8,-46.2,0,senior,no_no
blue-collar,married,unknown,yes,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,yes_no
services,single,basic.9y,no,no,cellular,may,tue,31,999,-1.8,-46.2,0,adult,no_no
blue-collar,single,high.school,yes,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,no,no,cellular,may,tue,45,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,high.school,yes,no,cellular,may,tue,34,3,-1.8,-46.2,1,adult,yes_no
admin.,single,university.degree,yes,no,telephone,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
student,single,high.school,no,yes,cellular,may,tue,29,999,-1.8,-46.2,0,adult,no_yes
admin.,single,high.school,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
services,single,high.school,yes,no,cellular,may,tue,31,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,divorced,basic.9y,yes,yes,cellular,may,tue,45,999,-1.8,-46.2,0,adult,yes_yes
blue-collar,divorced,basic.9y,yes,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,yes_no
management,married,university.degree,yes,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,yes_no
services,married,high.school,yes,no,cellular,may,tue,44,999,-1.8,-46.2,0,adult,yes_no
blue-collar,single,basic.4y,yes,yes,cellular,may,tue,48,999,-1.8,-46.2,0,adult,yes_yes
blue-collar,divorced,high.school,yes,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,unknown,yes,no,cellular,may,tue,45,999,-1.8,-46.2,0,adult,yes_no
retired,divorced,basic.4y,yes,no,cellular,may,tue,39,999,-1.8,-46.2,0,adult,yes_no
technician,married,unknown,no,no,cellular,may,tue,50,999,-1.8,-46.2,0,senior,no_no
blue-collar,single,high.school,no,no,cellular,may,tue,35,999,-1.8,-46.2,1,adult,no_no
self-employed,married,basic.9y,yes,no,cellular,may,tue,55,999,-1.8,-46.2,0,senior,yes_no
management,single,basic.9y,no,no,cellular,may,tue,41,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.6y,yes,no,cellular,may,tue,39,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,high.school,yes,yes,cellular,may,tue,54,999,-1.8,-46.2,0,senior,yes_yes
entrepreneur,single,university.degree,yes,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,yes,yes,cellular,may,tue,39,999,-1.8,-46.2,0,adult,yes_yes
blue-collar,married,basic.9y,unknown,unknown,cellular,may,tue,43,999,-1.8,-46.2,0,adult,unknown_unknown
management,married,professional.course,unknown,unknown,cellular,may,tue,40,999,-1.8,-46.2,0,adult,unknown_unknown
technician,married,unknown,yes,yes,cellular,may,tue,50,999,-1.8,-46.2,1,senior,yes_yes
blue-collar,married,high.school,yes,no,cellular,may,tue,54,999,-1.8,-46.2,0,senior,yes_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,57,999,-1.8,-46.2,0,senior,yes_no
technician,married,unknown,yes,no,cellular,may,tue,50,999,-1.8,-46.2,0,senior,yes_no
blue-collar,married,basic.9y,yes,no,cellular,may,tue,43,999,-1.8,-46.2,0,adult,yes_no
management,married,university.degree,no,yes,cellular,may,tue,37,999,-1.8,-46.2,0,adult,no_yes
technician,divorced,university.degree,yes,no,cellular,may,tue,45,999,-1.8,-46.2,0,adult,yes_no
blue-collar,single,basic.9y,no,no,cellular,may,tue,28,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,unknown,yes,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,no,yes,cellular,may,tue,36,999,-1.8,-46.2,0,adult,no_yes
services,married,professional.course,yes,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,yes,yes,cellular,may,tue,37,999,-1.8,-46.2,0,adult,yes_yes
blue-collar,married,basic.9y,no,no,cellular,may,tue,43,6,-1.8,-46.2,0,adult,no_no
technician,married,professional.course,no,no,cellular,may,tue,38,999,-1.8,-46.2,0,adult,no_no
services,married,basic.4y,no,no,cellular,may,tue,48,999,-1.8,-46.2,0,adult,no_no
services,married,basic.6y,yes,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
admin.,married,high.school,no,yes,cellular,may,tue,30,999,-1.8,-46.2,1,adult,no_yes
technician,single,professional.course,yes,no,cellular,may,tue,34,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.4y,no,yes,cellular,may,tue,45,999,-1.8,-46.2,0,adult,no_yes
blue-collar,married,high.school,no,yes,cellular,may,tue,46,999,-1.8,-46.2,0,adult,no_yes
blue-collar,married,basic.4y,no,no,cellular,may,tue,44,999,-1.8,-46.2,0,adult,no_no
admin.,married,university.degree,yes,no,cellular,may,tue,44,999,-1.8,-46.2,0,adult,yes_no
blue-collar,single,basic.9y,no,yes,cellular,may,tue,30,999,-1.8,-46.2,0,adult,no_yes
technician,single,university.degree,no,yes,cellular,may,tue,30,999,-1.8,-46.2,0,adult,no_yes
blue-collar,married,high.school,no,no,cellular,may,tue,46,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,42,999,-1.8,-46.2,0,adult,yes_no
technician,single,university.degree,yes,no,cellular,may,tue,30,999,-1.8,-46.2,0,adult,yes_no
blue-collar,single,basic.6y,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
blue-collar,single,basic.6y,no,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,no_no
admin.,divorced,high.school,yes,no,cellular,may,tue,36,999,-1.8,-46.2,0,adult,yes_no
technician,married,university.degree,no,no,telephone,may,tue,38,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,high.school,yes,no,cellular,may,tue,46,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,married,basic.4y,unknown,unknown,cellular,may,tue,44,999,-1.8,-46.2,0,adult,unknown_unknown
blue-collar,married,basic.9y,yes,no,cellular,may,tue,48,999,-1.8,-46.2,0,adult,yes_no
admin.,single,high.school,no,no,telephone,may,tue,33,999,-1.8,-46.2,0,adult,no_no
admin.,single,high.school,no,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,no_no
technician,married,university.degree,no,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,no_no
blue-collar,divorced,basic.9y,no,no,cellular,may,tue,47,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,professional.course,yes,no,cellular,may,tue,51,999,-1.8,-46.2,0,senior,yes_no
admin.,single,high.school,yes,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,yes_no
admin.,married,high.school,yes,no,cellular,may,tue,33,999,-1.8,-46.2,0,adult,yes_no
services,divorced,professional.course,yes,yes,cellular,may,tue,39,999,-1.8,-46.2,0,adult,yes_yes
admin.,married,high.school,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.9y,no,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,no_no
admin.,divorced,high.school,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
self-employed,married,university.degree,no,yes,cellular,may,tue,54,999,-1.8,-46.2,0,senior,no_yes
entrepreneur,married,high.school,no,no,cellular,may,tue,49,999,-1.8,-46.2,0,adult,no_no
services,single,unknown,yes,no,cellular,may,tue,28,999,-1.8,-46.2,0,adult,yes_no
retired,married,high.school,no,no,cellular,may,tue,58,999,-1.8,-46.2,0,senior,no_no
services,married,high.school,no,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,no_no
entrepreneur,married,unknown,yes,no,telephone,may,tue,47,999,-1.8,-46.2,0,adult,yes_no
retired,married,high.school,yes,no,cellular,may,tue,58,999,-1.8,-46.2,0,senior,yes_no
technician,married,high.school,yes,no,cellular,may,tue,32,999,-1.8,-46.2,0,adult,yes_no
blue-collar,single,basic.9y,yes,no,cellular,may,tue,45,999,-1.8,-46.2,0,adult,yes_no
entrepreneur,married,unknown,yes,no,cellular,may,tue,47,999,-1.8,-46.2,0,adult,yes_no
admin.,single,professional.course,yes,no,cellular,may,tue,44,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,unknown,no,no,cellular,may,tue,37,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,45,999,-1.8,-46.2,0,adult,yes_no
technician,married,professional.course,yes,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
technician,married,high.school,yes,no,cellular,may,tue,40,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.6y,unknown,unknown,cellular,may,tue,51,999,-1.8,-46.2,1,senior,unknown_unknown
blue-collar,married,basic.4y,no,no,cellular,may,tue,42,999,-1.8,-46.2,0,adult,no_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,35,999,-1.8,-46.2,0,adult,yes_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,57,999,-1.8,-46.2,0,senior,yes_no
blue-collar,married,basic.4y,yes,no,cellular,may,tue,42,999,-1.8,-46.2,0,adult,yes_no
